food_name,food_category,edible_part,calorie,protein,fat,carbohydrate
炼乳（甜，罐头）,乳类及其制品-其他,100.0,332.0,8.0,8.7,55.4
奶皮子,乳类及其制品-其他,100.0,460.0,12.2,42.9,6.3
奶片,乳类及其制品-其他,100.0,472.0,13.3,20.2,59.3
全脂甜炼乳（雀巢）,乳类及其制品-其他,100.0,380.0,7.5,10.0,64.9
全脂甜炼乳（燕山牌）,乳类及其制品-其他,100.0,374.0,8.2,10.0,62.8
脱脂甜炼乳,乳类及其制品-其他,100.0,275.0,10.3,0.2,58.0
蛋白粉（益力健乳铁乳清蛋白粉）,乳类及其制品-其他,100.0,425.0,50.0,12.5,28.0
牛初乳奶片（纽瑞滋牛初乳咀嚼奶片）,乳类及其制品-其他,100.0,347.0,27.0,4.5,49.5
奶渣,乳类及其制品-其他,100.0,381.0,44.4,4.2,41.3
奶油,乳类及其制品-奶油,100.0,879.0,0.7,97.0,0.9
奶油（焦克）,乳类及其制品-奶油,100.0,447.0,3.0,48.3,0.0
奶油（食品工业）,乳类及其制品-奶油,100.0,504.0,1.1,55.5,0.0
黄油,乳类及其制品-奶油,100.0,888.0,1.4,98.0,0.0
黄油渣,乳类及其制品-奶油,100.0,599.0,11.1,43.8,40.0
白脱（食品工业）[牛油、黄油],乳类及其制品-奶油,100.0,744.0,0.0,82.7,0.0
酥油,乳类及其制品-奶油,100.0,860.0,1.5,94.4,1.1
酥油茶（原味）,乳类及其制品-奶油,100.0,465.0,3.0,17.7,73.3
全脂奶粉（多维奶粉）,乳类及其制品-奶粉,100.0,484.0,19.9,22.7,49.9
全脂奶粉（代表值）,乳类及其制品-奶粉,100.0,482.0,19.9,22.3,50.5
全脂奶粉,乳类及其制品-奶粉,100.0,478.0,20.1,21.2,51.7
全脂奶粉（速溶）,乳类及其制品-奶粉,100.0,466.0,19.9,18.9,54.0
全脂奶粉（雀巢）,乳类及其制品-奶粉,100.0,504.0,24.0,28.0,39.0
全脂奶粉（伊利牌）,乳类及其制品-奶粉,100.0,504.0,22.0,26.0,45.5
全脂奶粉(红星速溶加锌奶粉),乳类及其制品-奶粉,100.0,478.0,18.5,20.8,54.1
全脂奶粉（欧世蒙牛多维高钙高铁奶粉）,乳类及其制品-奶粉,100.0,473.0,18.2,21.7,51.1
全脂奶粉（雪花钙加锌调制奶粉）,乳类及其制品-奶粉,100.0,461.0,17.0,19.0,55.5
全脂奶粉（雪花高钙多维调制奶粉）,乳类及其制品-奶粉,100.0,484.0,19.5,22.0,52.0
全脂甜奶粉（代表值）,乳类及其制品-奶粉,100.0,485.0,20.2,22.9,49.6
全脂甜奶粉,乳类及其制品-奶粉,100.0,490.0,22.5,23.4,47.4
全脂甜奶粉（伊利牌）,乳类及其制品-奶粉,100.0,476.0,19.0,21.0,52.8
全脂甜奶粉(飞鹤全脂甜乳粉),乳类及其制品-奶粉,100.0,479.0,20.0,23.0,48.0
全脂甜奶粉（红星速溶全脂甜奶粉）,乳类及其制品-奶粉,100.0,481.0,18.5,23.0,50.0
全脂甜奶粉（三元燕山牌全脂甜奶粉）,乳类及其制品-奶粉,100.0,500.0,21.0,24.0,50.0
"低脂奶粉(代表值,高钙高铁)",乳类及其制品-奶粉,100.0,425.0,23.7,11.9,55.9
"低脂奶粉（高钙高铁,雀巢）",乳类及其制品-奶粉,100.0,413.0,27.0,11.7,50.0
"低脂奶粉（高钙高铁,伊利牌）",乳类及其制品-奶粉,100.0,423.0,27.0,11.0,53.9
"低脂奶粉（高钙高铁,可淇牌）",乳类及其制品-奶粉,100.0,437.0,17.0,13.0,63.0
全脂奶粉（全脂羊乳粉）,乳类及其制品-奶粉,100.0,498.0,18.8,25.2,49.0
"驴奶粉（花麒牌,西域龙驴奶粉）",乳类及其制品-奶粉,100.0,442.0,20.1,12.4,62.4
驴奶粉（金驴龙奶）,乳类及其制品-奶粉,100.0,416.0,14.8,8.2,70.8
"驴奶粉(源西域牌,冻干特质)",乳类及其制品-奶粉,100.0,428.0,19.3,12.3,60.0
"驼奶粉(花麒牌,西域龙驼奶粉)",乳类及其制品-奶粉,100.0,528.0,20.2,30.4,43.4
驼奶粉(天山牧歌牌),乳类及其制品-奶粉,100.0,513.0,16.7,28.6,47.1
"驼奶粉(旺源牌,全脂驼乳粉)",乳类及其制品-奶粉,100.0,545.0,21.3,34.6,37.0
儿童配方奶粉(代表值),乳类及其制品-奶粉,100.0,454.0,19.0,17.3,56.1
"儿童配方奶粉(安儿健A+,美赞臣)",乳类及其制品-奶粉,100.0,428.0,17.9,11.1,64.0
"儿童配方奶粉(适体健,美赞臣)",乳类及其制品-奶粉,100.0,417.0,16.0,9.0,68.0
儿童配方奶粉(惠氏),乳类及其制品-奶粉,100.0,451.0,17.0,15.0,62.0
儿童配方奶粉(可淇牌),乳类及其制品-奶粉,100.0,457.0,17.0,17.0,59.0
儿童配方奶粉(完达山牌),乳类及其制品-奶粉,100.0,458.0,17.0,18.0,57.0
儿童配方奶粉(贝因美特选幼童配方奶粉4阶段),乳类及其制品-奶粉,100.0,473.0,18.0,19.5,56.6
儿童配方奶粉(多美滋优阶儿童配方奶粉),乳类及其制品-奶粉,100.0,406.0,19.6,10.0,59.4
儿童配方奶粉(惠氏金装学儿乐学龄前儿童配方奶粉),乳类及其制品-奶粉,100.0,442.0,17.0,16.0,58.9
儿童配方奶粉(美素佳儿GOLD金装儿童配方奶粉),乳类及其制品-奶粉,100.0,452.0,25.8,17.0,49.0
儿童配方奶粉(美赞臣安儿健儿童配方奶粉),乳类及其制品-奶粉,100.0,434.0,20.0,12.0,63.0
儿童配方奶粉(明治珍爱童儿童配方奶粉),乳类及其制品-奶粉,100.0,465.0,20.0,19.0,53.7
儿童配方奶粉（欧世蒙牛奶装佳智学龄前儿童特殊配方奶粉4阶段）,乳类及其制品-奶粉,100.0,470.0,17.9,20.9,52.5
儿童配方奶粉（雀巢能恩全进口奶源儿童配方奶粉4）,乳类及其制品-奶粉,100.0,455.0,22.0,19.0,49.0
儿童配方奶粉（三元爱益儿童成长配方奶粉）,乳类及其制品-奶粉,100.0,500.0,20.0,20.0,60.0
儿童配方奶粉（完达山4段儿童奶粉）,乳类及其制品-奶粉,100.0,462.0,17.1,19.2,55.7
儿童配方奶粉（完达山金装元乳4段儿童奶粉）,乳类及其制品-奶粉,100.0,466.0,17.5,19.8,54.8
儿童配方奶粉（雪花学生特殊配方奶粉）,乳类及其制品-奶粉,100.0,461.0,17.5,19.0,55.0
儿童配方奶粉（雪花学生营养奶粉）,乳类及其制品-奶粉,100.0,463.0,17.8,19.5,54.0
儿童配方奶粉（雅培金装喜康宝儿童配方奶粉）,乳类及其制品-奶粉,100.0,444.0,17.5,15.9,58.1
儿童配方奶粉（雅士利儿童奶粉）,乳类及其制品-奶粉,100.0,460.0,21.6,18.0,53.0
儿童配方奶粉（伊利儿童配方奶粉）,乳类及其制品-奶粉,100.0,465.0,21.0,20.0,50.6
儿童配方奶粉（伊利金领冠儿童配方奶粉）,乳类及其制品-奶粉,100.0,467.0,21.5,20.0,50.6
儿童配方奶粉（伊利金装儿童配方奶粉）,乳类及其制品-奶粉,100.0,467.0,21.5,20.0,50.6
儿童配方奶粉（伊利学生营养奶粉）,乳类及其制品-奶粉,100.0,464.0,18.0,20.0,53.0
孕产妇配方奶粉(代表值),乳类及其制品-奶粉,100.0,413.0,22.0,9.8,60.5
孕产妇配方奶粉（惠氏）,乳类及其制品-奶粉,100.0,405.0,16.0,6.8,70.0
孕产妇配方奶粉（美赞臣）,乳类及其制品-奶粉,100.0,378.0,23.3,3.9,62.4
孕产妇配方奶粉（贝因美冠军宝贝孕妈咪配方奶粉）,乳类及其制品-奶粉,100.0,425.0,22.5,12.0,59.0
孕产妇配方奶粉（贝因美金装爱+孕妈咪配方奶粉）,乳类及其制品-奶粉,100.0,434.0,22.5,12.0,59.0
孕产妇配方奶粉（贝因美金装爱+准妈咪配方奶粉）,乳类及其制品-奶粉,100.0,426.0,22.5,10.0,61.5
孕产妇配方奶粉（多美滋优阶妈妈孕产妇配方奶粉）,乳类及其制品-奶粉,100.0,360.0,20.5,2.5,67.4
孕产妇配方奶粉（飞帆孕产妇配方乳粉）,乳类及其制品-奶粉,100.0,460.0,18.0,17.5,57.7
孕产妇配方奶粉（合生元金装妈妈配方奶粉）,乳类及其制品-奶粉,100.0,380.0,27.0,2.8,62.7
孕产妇配方奶粉（亨氏超金妈妈孕产妇配方奶粉）,乳类及其制品-奶粉,100.0,398.0,26.0,8.0,57.0
孕产妇配方奶粉（惠氏爱儿乐妈妈孕产妇配方奶粉）,乳类及其制品-奶粉,100.0,406.0,19.0,6.9,67.0
孕产妇配方奶粉（美素佳儿GOLD金装妈妈孕产妇配方奶粉）,乳类及其制品-奶粉,100.0,454.0,27.0,17.5,47.1
孕产妇配方奶粉（美赞臣安婴妈妈孕产妇配方奶粉）,乳类及其制品-奶粉,100.0,383.0,24.0,4.3,62.0
孕产妇配方奶粉（雀巢妈妈孕产妇奶粉）,乳类及其制品-奶粉,100.0,407.0,20.0,6.5,67.0
孕产妇配方奶粉（雀巢妈妈孕产妇营养配方奶粉）,乳类及其制品-奶粉,100.0,402.0,20.0,6.0,67.0
孕产妇配方奶粉（三元爱力优妈妈配方奶粉）,乳类及其制品-奶粉,100.0,438.0,22.5,13.8,56.3
孕产妇配方奶粉（圣元优博妈咪孕产妇配方奶粉）,乳类及其制品-奶粉,100.0,440.0,22.0,16.0,52.0
孕产妇配方奶粉（完达山妈咪配方奶粉）,乳类及其制品-奶粉,100.0,455.0,22.5,17.5,52.4
孕产妇配方奶粉（雅培妈妈喜康素金装孕产妇配方奶粉）,乳类及其制品-奶粉,100.0,367.0,23.1,2.0,66.0
孕产妇配方奶粉（雅士利能慧金装孕产妇奶粉）,乳类及其制品-奶粉,100.0,425.0,20.6,12.5,59.0
孕产妇配方奶粉（伊利金领冠妈妈配方奶粉）,乳类及其制品-奶粉,100.0,456.0,22.0,14.0,60.9
孕产妇配方奶粉（伊利孕妇奶粉）,乳类及其制品-奶粉,100.0,441.0,22.0,14.0,56.7
孕产妇配方羊奶粉（美可高特孕产妇配方羊奶粉）,乳类及其制品-奶粉,100.0,447.0,22.0,15.5,54.9
中老年配方奶粉(代表值),乳类及其制品-奶粉,100.0,424.0,21.8,12.8,55.7
中老年配方奶粉(可祺牌),乳类及其制品-奶粉,100.0,432.0,18.0,12.0,63.0
中老年配方奶粉(雀巢),乳类及其制品-奶粉,100.0,429.0,30.0,14.4,44.8
中老年配方奶粉(森永牌),乳类及其制品-奶粉,100.0,418.0,22.0,10.0,60.0
中老年配方奶粉（三元爱益中老年配方奶粉）,乳类及其制品-奶粉,100.0,448.0,20.0,13.0,63.0
中老年配方奶粉（雪花中老年特殊配方奶粉）,乳类及其制品-奶粉,100.0,432.0,20.0,13.6,58.0
中老年营养奶粉（雪花中老年营养奶粉）,乳类及其制品-奶粉,100.0,440.0,21.0,14.0,58.0
奶酪 [干酪],乳类及其制品-奶酪,100.0,328.0,25.7,23.5,3.5
奶豆腐（脱脂）,乳类及其制品-奶酪,100.0,343.0,53.7,2.5,26.5
奶豆腐（鲜）,乳类及其制品-奶酪,100.0,305.0,46.2,7.8,12.5
奶疙瘩 [ 奶酪干，干酸奶 ],乳类及其制品-奶酪,100.0,426.0,55.1,15.0,17.7
乳酪（契达干酪，普通）,乳类及其制品-奶酪,100.0,412.0,25.5,34.4,0.1
乳酪（契达干酪，脱脂）,乳类及其制品-奶酪,100.0,261.0,31.5,15.0,0.0
曲拉,乳类及其制品-奶酪,100.0,356.0,39.1,2.9,43.4
乳酪（全脂软酪）,乳类及其制品-奶酪,100.0,313.0,8.6,31.0,0.0
酸酪蛋,乳类及其制品-奶酪,100.0,443.0,40.4,20.4,24.4
乳酪（羊乳酪）,乳类及其制品-奶酪,100.0,250.0,15.6,20.2,1.5
乳酪（中脂软酪）,乳类及其制品-奶酪,100.0,180.0,9.2,14.5,3.1
奶酪（光明牌）,乳类及其制品-奶酪,100.0,348.0,16.5,28.4,6.5
奶酪（骑士牌）,乳类及其制品-奶酪,100.0,386.0,23.0,25.4,16.3
低脂奶酪,乳类及其制品-奶酪,100.0,241.0,21.6,11.6,12.6
硬质干酪,乳类及其制品-奶酪,100.0,411.0,24.9,34.5,0.1
奶酪（爱氏晨曦牌，儿童奶酪条）,乳类及其制品-奶酪,100.0,295.0,23.9,22.1,0.0
奶酪（百嘉儿童干酪条）,乳类及其制品-奶酪,100.0,272.0,25.0,18.4,1.5
奶酪（多美鲜牌，欧洲奶油奶酪）,乳类及其制品-奶酪,100.0,356.0,13.1,23.4,23.2
奶酪（天润牌，无限欢酪）,乳类及其制品-奶酪,100.0,515.0,3.5,33.0,51.0
酸奶疙瘩（干，农户家）,乳类及其制品-奶酪,100.0,446.0,48.8,18.6,20.9
酸奶疙瘩（干，市售）,乳类及其制品-奶酪,100.0,451.0,31.1,27.6,19.6
酸奶疙瘩（干，市售，加盐）,乳类及其制品-奶酪,100.0,383.0,51.6,11.7,17.8
酸奶疙瘩（瑞缘牌，中脂特硬质干酪）,乳类及其制品-奶酪,100.0,456.0,14.4,22.3,49.5
酸奶疙瘩（新鲜）,乳类及其制品-奶酪,100.0,275.0,18.6,16.8,12.4
纯牛奶（代表值，全脂）,乳类及其制品-液态乳,100.0,65.0,3.3,3.6,4.9
纯牛奶（全脂，美国牛）,乳类及其制品-液态乳,100.0,59.0,2.9,3.2,4.6
纯牛奶（全脂，德国牛）,乳类及其制品-液态乳,100.0,60.0,3.1,3.0,5.1
纯牛奶（全脂，光明牌）,乳类及其制品-液态乳,100.0,61.0,3.1,3.2,5.0
纯牛奶（全脂，乐百氏牌）,乳类及其制品-液态乳,100.0,67.0,3.3,3.8,4.8
纯牛奶（全脂，帕玛拉特牌）,乳类及其制品-液态乳,100.0,61.0,3.0,3.1,5.3
纯牛奶（全脂，三元牌）,乳类及其制品-液态乳,100.0,69.0,3.4,3.9,5.1
纯牛奶（全脂，完达山牌）,乳类及其制品-液态乳,100.0,60.0,2.9,3.2,4.9
纯牛奶（全脂，龙丹牌）,乳类及其制品-液态乳,100.0,66.0,2.9,3.8,5.1
纯牛奶（全脂，蒙牛牌）,乳类及其制品-液态乳,100.0,67.0,3.1,3.7,5.3
纯牛奶（全脂，新南洋牌）,乳类及其制品-液态乳,100.0,67.0,3.1,3.8,5.1
纯牛奶（全脂，帕玛拉特）,乳类及其制品-液态乳,100.0,61.0,2.9,3.2,5.1
纯牛奶（全脂，伊利牌）,乳类及其制品-液态乳,100.0,68.0,3.2,3.7,5.4
纯牛奶（全脂，爱尔兰金凯利全脂牛奶）,乳类及其制品-液态乳,100.0,62.0,3.2,3.6,4.1
纯牛奶（全脂，澳大利亚澳田纯牛奶）,乳类及其制品-液态乳,100.0,62.0,3.6,3.5,3.9
纯牛奶（全脂，比利时纯牧牛奶）,乳类及其制品-液态乳,100.0,61.0,3.5,3.4,4.0
纯牛奶（全脂，波兰美波全脂纯牛奶）,乳类及其制品-液态乳,100.0,75.0,3.2,3.4,7.8
纯牛奶（全脂，丹麦爱氏晨曦有机全脂牛奶）,乳类及其制品-液态乳,100.0,67.0,3.5,3.6,5.2
纯牛奶（全脂，德国爱氏晨曦纯牛奶）,乳类及其制品-液态乳,100.0,68.0,3.4,3.6,5.5
纯牛奶（全脂，德国甘蒂牧场纯牛奶）,乳类及其制品-液态乳,100.0,64.0,3.3,3.6,4.7
纯牛奶（全脂，法国得乐思全脂牛奶）,乳类及其制品-液态乳,100.0,64.0,3.7,3.6,4.3
纯牛奶（全脂，光明纯牛奶）,乳类及其制品-液态乳,100.0,60.0,3.4,3.4,4.0
纯牛奶（全脂，光明优+高品质纯牛奶）,乳类及其制品-液态乳,100.0,67.0,3.6,3.8,4.5
纯牛奶（全脂，广泽澳醇纯牛奶）,乳类及其制品-液态乳,100.0,63.0,3.5,3.6,4.1
纯牛奶（全脂，花园牌）,乳类及其制品-液态乳,100.0,57.0,2.9,3.3,4.0
纯牛奶（全脂，辉山纯牛奶）,乳类及其制品-液态乳,100.0,66.0,3.5,3.7,4.7
纯牛奶（全脂，龙丹松花江牧场纯牛奶）,乳类及其制品-液态乳,100.0,67.0,3.6,3.7,4.8
纯牛奶（全脂，麦趣尔牌）,乳类及其制品-液态乳,100.0,61.0,2.9,3.1,5.3
纯牛奶（全脂，蒙牛纯牛奶）,乳类及其制品-液态乳,100.0,67.0,3.4,3.8,4.7
纯牛奶（全脂，蒙牛特仑苏有机纯牛奶）,乳类及其制品-液态乳,100.0,69.0,3.4,4.0,4.9
纯牛奶（全脂，明治醇壹高温杀菌乳）,乳类及其制品-液态乳,100.0,67.0,3.6,3.7,4.8
纯牛奶（全脂，瑞士艾美全脂牛奶）,乳类及其制品-液态乳,100.0,70.0,3.2,3.5,6.4
纯牛奶（全脂，圣牧有机纯牛奶）,乳类及其制品-液态乳,100.0,74.0,3.5,4.1,5.7
纯牛奶（全脂，天润牌浓缩纯奶）,乳类及其制品-液态乳,100.0,67.0,3.2,3.5,5.7
"纯牛奶(全脂,完达山纯牛奶)",乳类及其制品-液态乳,100.0,66.0,3.5,4.2,3.6
"纯牛奶(全脂,西域春牌)",乳类及其制品-液态乳,100.0,59.0,2.9,3.1,4.8
"纯牛奶(全脂,夏进纯牛奶)",乳类及其制品-液态乳,100.0,63.0,3.5,3.5,4.4
"纯牛奶(全脂,现代牧业纯牛奶)",乳类及其制品-液态乳,100.0,66.0,3.3,3.6,5.1
"纯牛奶(全脂,新希望复原乳)",乳类及其制品-液态乳,100.0,63.0,3.0,3.6,4.6
"纯牛奶(全脂,新希望千岛湖牧场纯牛奶)",乳类及其制品-液态乳,100.0,62.0,3.2,3.5,4.3
"纯牛奶(全脂,伊利纯牛奶)",乳类及其制品-液态乳,100.0,66.0,3.4,3.9,4.2
"纯牛奶(全脂,伊利金典有机机纯牛奶)",乳类及其制品-液态乳,100.0,73.0,3.5,4.1,5.4
"纯牛奶(全脂,意大利培兰全脂纯牛奶)",乳类及其制品-液态乳,100.0,63.0,3.5,3.6,4.2
"纯牛奶(低脂,帕玛拉特)",乳类及其制品-液态乳,100.0,43.0,2.9,1.3,5.0
"纯牛奶(代表值,低脂)",乳类及其制品-液态乳,100.0,47.0,3.5,1.5,4.8
"纯牛奶(低脂,澳大利亚德运部分脱脂纯牛奶)",乳类及其制品-液态乳,100.0,51.0,3.3,2.0,5.0
"纯牛奶(低脂,德国艾德牧牌部分脱脂纯牛奶)",乳类及其制品-液态乳,100.0,45.0,3.5,1.7,3.8
"纯牛奶(低脂,蒙牛特仑苏低脂牛奶)",乳类及其制品-液态乳,100.0,48.0,3.8,1.3,5.2
"纯牛奶(低脂,明治醇壹低脂肪高温杀菌乳)",乳类及其制品-液态乳,100.0,46.0,3.6,1.2,5.2
"纯牛奶(低脂,新西兰安佳低脂牛奶)",乳类及其制品-液态乳,100.0,51.0,3.8,1.5,5.5
"纯牛奶(低脂,新西兰恒天然田园低脂牛奶)",乳类及其制品-液态乳,100.0,45.0,3.7,1.7,3.8
纯牛奶（低脂，伊利金典低脂奶）,乳类及其制品-液态乳,100.0,48.0,3.7,1.3,5.4
纯牛奶（低脂，意大利皮尔蒙特低脂牛奶）,乳类及其制品-液态乳,100.0,45.0,3.4,1.4,4.6
纯牛奶（脱脂，帕玛拉特）,乳类及其制品-液态乳,100.0,33.0,2.9,0.2,4.8
纯牛奶（代表值，脱脂）,乳类及其制品-液态乳,100.0,34.0,3.5,0.3,4.6
纯牛奶（脱脂，澳大利亚澳田脱脂牛奶）,乳类及其制品-液态乳,100.0,35.0,3.7,0.3,4.3
纯牛奶（脱脂，丹麦爱氏晨曦脱脂纯牛奶）,乳类及其制品-液态乳,100.0,39.0,3.5,0.3,5.5
纯牛奶（脱脂，德国甘蒂牧场脱脂牛奶）,乳类及其制品-液态乳,100.0,34.0,3.3,0.5,4.0
纯牛奶（脱脂，新西兰安佳轻欣脱脂牛奶）,乳类及其制品-液态乳,100.0,32.0,3.9,0.0,4.2
"调制乳（全脂，强化 VA, VD）",乳类及其制品-液态乳,100.0,51.0,2.7,2.0,5.6
调制乳（全脂，草莓味，卡夫牌）,乳类及其制品-液态乳,100.0,79.0,2.7,3.0,10.3
调制乳（全脂，巧克力味，卡夫牌）,乳类及其制品-液态乳,100.0,80.0,2.8,3.2,10.0
调制乳（全脂，巧克力味，三元牌）,乳类及其制品-液态乳,100.0,74.0,2.3,2.8,9.9
调制乳（全脂，学生奶）,乳类及其制品-液态乳,100.0,66.0,2.6,2.6,8.1
调制乳（全脂，龙丹益醇核桃牛奶）,乳类及其制品-液态乳,100.0,62.0,2.5,2.8,6.6
调制乳（全脂，蒙牛特仑苏醇纤牛奶）,乳类及其制品-液态乳,100.0,72.0,3.4,4.0,5.5
调制乳（全脂，蒙牛珍养型零乳糖牛奶）,乳类及其制品-液态乳,100.0,60.0,3.0,3.5,4.0
调制乳（全脂，完达山臻醇牛奶）,乳类及其制品-液态乳,100.0,69.0,3.4,3.7,5.4
调制乳（全脂，旺仔复原乳牛奶）,乳类及其制品-液态乳,100.0,74.0,2.5,2.6,10.1
调制乳（全脂，夏进炼乳牛奶）,乳类及其制品-液态乳,100.0,71.0,2.5,3.1,8.2
调制乳（全脂，新西兰安佳原味进口儿童牛奶）,乳类及其制品-液态乳,100.0,70.0,3.6,3.5,5.9
调制乳（全脂，新希望特浓牛奶）,乳类及其制品-液态乳,100.0,66.0,3.3,3.5,5.4
调制乳（全脂，伊利舒化奶）,乳类及其制品-液态乳,100.0,68.0,3.5,3.8,5.0
调制乳（全脂，伊利早餐奶麦香味）,乳类及其制品-液态乳,100.0,71.0,2.9,3.2,7.6
调制乳（低脂，强化锌、钙，帕玛拉特）,乳类及其制品-液态乳,100.0,60.0,3.0,3.1,5.0
调制乳（低脂，澳大利亚德运高钙低脂奶）,乳类及其制品-液态乳,100.0,52.0,3.5,1.1,7.1
调制乳（低脂，伊利低脂型舒化奶）,乳类及其制品-液态乳,100.0,46.0,3.4,1.5,4.6
调制乳（低脂，伊利高钙低脂奶）,乳类及其制品-液态乳,100.0,47.0,3.2,1.3,5.5
调制乳（脱脂，部分复原乳，澳大利亚德运高钙脱脂奶）,乳类及其制品-液态乳,100.0,42.0,3.6,0.3,6.2
调制乳（脱脂，伊利脱脂奶）,乳类及其制品-液态乳,100.0,34.0,3.3,0.3,4.5
鲜牛奶（全脂，光明鲜牛奶）,乳类及其制品-液态乳,100.0,63.0,3.4,3.5,4.5
鲜牛奶（代表值，全脂）,乳类及其制品-液态乳,100.0,67.0,3.4,3.7,5.1
鲜牛奶（全脂，辉山鲜博士鲜牛奶）,乳类及其制品-液态乳,100.0,70.0,3.6,4.3,4.1
鲜牛奶（全脂，完达山鲜牛乳）,乳类及其制品-液态乳,100.0,66.0,3.6,3.7,4.6
鲜牛奶（全脂，西域春牌全脂巴氏杀菌乳）,乳类及其制品-液态乳,100.0,63.0,2.5,3.1,6.3
鲜牛奶（全脂，现代牧场景鲜牛奶）,乳类及其制品-液态乳,100.0,64.0,3.4,3.6,4.5
鲜牛奶（全脂，新希望千岛湖牧场鲜牛奶）,乳类及其制品-液态乳,100.0,76.0,3.6,3.9,6.7
鲜牛奶（全脂，一鸣鲜牛奶）,乳类及其制品-液态乳,100.0,66.0,3.5,3.6,5.0
羊乳,乳类及其制品-液态乳,100.0,59.0,1.5,3.5,5.4
人乳,乳类及其制品-液态乳,100.0,65.0,1.3,3.4,7.4
人乳（初乳，1～7天）,乳类及其制品-液态乳,100.0,68.0,2.2,3.8,6.2
人乳（过渡乳，7～14天）,乳类及其制品-液态乳,100.0,73.0,2.2,4.0,7.0
人乳（成熟乳）,乳类及其制品-液态乳,100.0,70.0,1.2,4.4,6.5
鲜驴奶,乳类及其制品-液态乳,100.0,33.0,0.4,0.6,6.5
鲜驴奶（冻）,乳类及其制品-液态乳,100.0,41.0,0.5,1.2,7.0
鲜驴奶（花麒牌，冻）,乳类及其制品-液态乳,100.0,39.0,0.8,1.1,6.5
鲜驼奶,乳类及其制品-液态乳,100.0,72.0,3.7,3.5,6.5
鲜驼奶（冻）,乳类及其制品-液态乳,100.0,86.0,3.6,3.5,9.9
驼奶（旺源牌，易拉罐）,乳类及其制品-液态乳,100.0,81.0,3.9,4.6,6.0
酸奶,乳类及其制品-酸奶,100.0,70.0,3.2,1.9,10.0
酸奶（代表值，全脂）,乳类及其制品-酸奶,100.0,86.0,2.8,2.6,12.9
酸奶（高蛋白）,乳类及其制品-酸奶,100.0,62.0,3.2,2.2,7.3
酸奶（脱脂）,乳类及其制品-酸奶,100.0,57.0,3.3,0.4,10.0
酸奶（低脂）,乳类及其制品-酸奶,100.0,64.0,2.7,1.9,9.0
酸奶（果料）,乳类及其制品-酸奶,100.0,67.0,3.1,1.4,10.4
酸奶（橘味，脱脂）,乳类及其制品-酸奶,100.0,48.0,3.2,0.3,8.2
酸奶（调味）,乳类及其制品-酸奶,100.0,88.0,3.0,3.2,11.9
酸奶（果粒）,乳类及其制品-酸奶,100.0,98.0,3.3,2.9,14.6
酸奶（全脂，多美鲜全脂果粒，草莓果粒/覆盆子果粒、桃果粒/西番莲汁/菠萝果粒）,乳类及其制品-酸奶,100.0,111.0,1.6,2.8,19.9
酸奶（全脂，盖瑞牌，全脂风味发酵乳）,乳类及其制品-酸奶,100.0,93.0,3.1,2.5,14.6
酸奶（全脂，花园牌）,乳类及其制品-酸奶,100.0,77.0,1.6,2.8,11.3
酸奶（全脂，佳丽牌，益家全脂风味发酵乳）,乳类及其制品-酸奶,100.0,95.0,2.9,3.1,13.8
酸奶（全脂，天润牌浓缩酸奶，全脂风味发酵乳）,乳类及其制品-酸奶,100.0,95.0,3.0,2.9,14.1
酸奶（全脂，西域春牌新疆老酸奶，凝固型）,乳类及其制品-酸奶,100.0,96.0,3.1,2.6,15.1
酸奶（低脂，艾美牌，草莓、芒果、蓝莓、覆盆子、菠萝味低脂风味发酵乳）,乳类及其制品-酸奶,100.0,96.0,1.6,2.4,16.9
蜂蛹 [蜂胚、蜂仔],其他类-其他,100.0,100.0,10.6,5.4,2.3
蜂蛹（油蜂，干）,其他类-其他,100.0,669.0,20.0,61.4,9.0
蜂蛹（大黄蜂）,其他类-其他,100.0,109.0,12.1,3.8,6.6
牛蛙,其他类-其他,30.0,81.0,15.7,0.5,3.4
鸡内金,其他类-其他,100.0,359.0,83.1,1.3,3.8
乌梢蛇,其他类-其他,100.0,219.0,49.4,2.0,0.9
团螺蛸,其他类-其他,100.0,365.0,70.2,6.6,6.2
阿胶,其他类-其他,100.0,383.0,73.0,5.8,9.5
珍珠,其他类-其他,100.0,18.0,2.0,0.1,2.4
牛黄,其他类-其他,100.0,353.0,48.0,0.9,38.4
马鹿胎（粉）,其他类-其他,100.0,342.0,36.8,10.8,24.4
蛤蚧,其他类-其他,65.0,382.0,70.8,11.0,0.0
燕窝,其他类-其他,100.0,320.0,57.9,0.2,21.7
蛤蟆油,其他类-其他,100.0,241.0,31.4,1.9,24.6
龟甲,其他类-其他,100.0,134.0,26.4,2.0,2.6
刺猬皮,其他类-其他,100.0,357.0,69.2,8.6,0.8
裙边（干）,其他类-其他,100.0,337.0,81.6,1.2,0.0
鱼肚（干）,其他类-其他,100.0,312.0,75.6,1.0,0.0
鱼唇（干）,其他类-其他,100.0,347.0,83.1,1.6,0.0
牛油（板油）,动物油脂类-动物油脂,100.0,835.0,0.0,92.0,1.8
牛油（炼）,动物油脂类-动物油脂,100.0,898.0,0.0,99.7,0.1
鸭油（炼）,动物油脂类-动物油脂,100.0,897.0,0.0,99.7,0.0
羊油（板油）,动物油脂类-动物油脂,100.0,824.0,0.0,88.0,8.0
羊油（炼）,动物油脂类-动物油脂,100.0,895.0,0.0,99.0,0.9
