food_name,food_category,edible_part,calorie,protein,fat,carbohydrate
绿鳍马面魨 [面包鱼、橡皮鱼],鱼虾蟹贝类-鱼,52.0,83.0,18.1,0.6,1.2
梅童鱼 [大头仔鱼、丁珠鱼],鱼虾蟹贝类-鱼,63.0,121.0,18.9,5.0,0.0
沙丁鱼 [沙鯖],鱼虾蟹贝类-鱼,67.0,89.0,19.8,1.1,0.0
沙钻鱼 [多鳞鱚、沙梭鱼、麦穗鱼],鱼虾蟹贝类-鱼,63.0,84.0,18.4,0.6,1.2
蛇鯖 [沙梭鱼],鱼虾蟹贝类-鱼,72.0,122.0,20.8,4.2,0.3
舌鳎 [花纹舌头、舌头鱼],鱼虾蟹贝类-鱼,68.0,83.0,17.7,1.4,0.0
油抒 [香梭鱼],鱼虾蟹贝类-鱼,74.0,145.0,15.9,9.0,0.0
颚针鱼 [针量鱼],鱼虾蟹贝类-鱼,75.0,180.0,20.2,10.4,1.4
鲅鱼 [马鲛鱼、燕鲅鱼、巴鱼],鱼虾蟹贝类-鱼,80.0,121.0,21.2,3.1,2.1
鲅鱼（咸）[咸马鲛],鱼虾蟹贝类-鱼,67.0,157.0,23.3,1.6,12.4
鲱 [片口鱼、比目鱼],鱼虾蟹贝类-鱼,68.0,112.0,20.8,3.2,0.0
鲈鱼 [鲈花],鱼虾蟹贝类-鱼,58.0,105.0,18.6,3.4,0.0
鲱鱼 [青鲐鱼、鲐巴鱼、青砖鱼],鱼虾蟹贝类-鱼,66.0,155.0,19.9,7.4,2.2
鲑鱼 [大马哈鱼、三文鱼],鱼虾蟹贝类-鱼,72.0,139.0,17.2,7.8,0.0
鲑鱼籽酱 [大马哈鱼籽酱、三文鱼籽酱],鱼虾蟹贝类-鱼,100.0,252.0,10.9,16.8,14.4
鲱鱼（大）[大凤尾鱼],鱼虾蟹贝类-鱼,79.0,106.0,13.2,5.5,0.8
鲱鱼（小）[小凤尾鱼],鱼虾蟹贝类-鱼,90.0,124.0,15.5,5.1,4.0
鲨鱼（真鲨、白斑角鲨）,鱼虾蟹贝类-鱼,56.0,118.0,22.2,3.2,0.0
鲷鱼（银鲳鱼）[平鱼],鱼虾蟹贝类-鱼,70.0,140.0,18.5,7.3,0.0
鲷 [黑鲷、铜盆鱼、大目鱼],鱼虾蟹贝类-鱼,65.0,106.0,17.9,2.6,2.7
鲷鱼 [白眼棱鱼],鱼虾蟹贝类-鱼,57.0,119.0,18.9,4.8,0.0
鲷 [比目鱼、凸眼鱼],鱼虾蟹贝类-鱼,72.0,107.0,21.1,2.3,0.5
鲷鱼 [夫鱼],鱼虾蟹贝类-鱼,59.0,90.0,20.8,0.7,0.0
鲹鱼 [快鱼、力鱼],鱼虾蟹贝类-鱼,71.0,159.0,20.7,8.5,0.0
鳕鱼 [鳕狭、明太鱼],鱼虾蟹贝类-鱼,45.0,88.0,20.4,0.5,0.5
鲱鱼 [鲨鱼],鱼虾蟹贝类-鱼,76.0,89.0,20.2,0.9,0.0
带鱼(切段),鱼虾蟹贝类-鱼,70.0,108.0,17.6,4.2,0.0
黄鱼(小黄花鱼),鱼虾蟹贝类-鱼,62.0,114.0,17.0,5.1,0.0
金鲳鱼,鱼虾蟹贝类-鱼,66.0,99.0,18.7,2.7,0.0
鲭鱼,鱼虾蟹贝类-鱼,49.0,413.0,14.4,39.4,0.2
双髻鲨,鱼虾蟹贝类-鱼,38.0,111.0,27.4,0.1,0.0
紫青低纹鮨(冰鲜),鱼虾蟹贝类-鱼,61.0,150.0,20.5,7.2,0.8
鲅鰶鱼,鱼虾蟹贝类-鱼,45.0,60.0,13.7,0.6,0.0
鲅鱼(鲜，刺鲳),鱼虾蟹贝类-鱼,67.0,149.0,16.8,6.5,5.9
大菱鲆鱼(鲜) [多宝鱼],鱼虾蟹贝类-鱼,68.0,81.0,17.0,1.1,0.7
海鲈鱼(鲜),鱼虾蟹贝类-鱼,55.0,112.0,19.5,3.6,0.4
红鳍笛鲷 [红鱼],鱼虾蟹贝类-鱼,48.0,134.0,20.1,4.8,2.7
黄姑鱼(鲜),鱼虾蟹贝类-鱼,68.0,88.0,14.7,0.7,5.6
鲅鱼 [马鲛鱼],鱼虾蟹贝类-鱼,72.0,194.0,18.7,11.3,4.4
石斑鱼(老虎斑),鱼虾蟹贝类-鱼,38.0,130.0,20.2,4.3,2.7
石斑鱼(红石斑鱼),鱼虾蟹贝类-鱼,45.0,90.0,19.9,0.4,1.6
石斑鱼(黑石斑鱼),鱼虾蟹贝类-鱼,56.0,95.0,20.2,1.2,0.9
石斑鱼(花石斑鱼),鱼虾蟹贝类-鱼,47.0,95.0,20.2,0.8,1.7
苏眉鱼,鱼虾蟹贝类-鱼,33.0,70.0,16.5,0.4,0.0
青衣(红色),鱼虾蟹贝类-鱼,49.0,84.0,20.1,0.3,0.2
青衣(孔雀绿色),鱼虾蟹贝类-鱼,46.0,82.0,19.2,0.3,0.6
笠鱼,鱼虾蟹贝类-鱼,45.0,97.0,22.2,0.5,0.9
金枪鱼肉,鱼虾蟹贝类-鱼,100.0,102.0,23.7,0.3,1.1
鲅鱼肉 [马鲛鱼肉],鱼虾蟹贝类-鱼,100.0,102.0,23.7,0.3,1.0
刺泡鱼 [刺鲍鱼],鱼虾蟹贝类-鱼,48.0,94.0,23.0,0.2,0.0
鱼片干,鱼虾蟹贝类-鱼,100.0,303.0,46.1,3.4,22.0
鱼奇油 [鱼露、虾油],鱼虾蟹贝类-鱼,100.0,47.0,11.2,0.2,0.0
鱼排,鱼虾蟹贝类-鱼,100.0,160.0,10.1,2.4,24.5
鱼丸,鱼虾蟹贝类-鱼,100.0,107.0,11.1,1.3,12.7
鱼子酱,鱼虾蟹贝类-鱼,100.0,201.0,9.6,7.1,24.7
草鱼（熏）,鱼虾蟹贝类-鱼,100.0,283.0,24.0,16.5,9.6
丁香鱼（香辣味）,鱼虾蟹贝类-鱼,100.0,403.0,19.0,28.2,18.3
凤尾鱼（熟）,鱼虾蟹贝类-鱼,100.0,520.0,23.5,43.0,9.7
箭鱼（炸）,鱼虾蟹贝类-鱼,100.0,271.0,20.8,16.1,10.7
金枪鱼（盐水浸）,鱼虾蟹贝类-鱼,81.0,99.0,23.5,0.6,0.0
金枪鱼（油浸）,鱼虾蟹贝类-鱼,79.0,189.0,27.1,9.0,0.0
鲱鱼（豆豉，熟）,鱼虾蟹贝类-鱼,100.0,472.0,25.5,33.1,17.9
鳗鱼（红烧）,鱼虾蟹贝类-鱼,100.0,211.0,21.3,9.8,9.5
鲭鱼（烤，150℃，20分）,鱼虾蟹贝类-鱼,100.0,390.0,19.1,34.8,0.0
鲭鱼（炸）,鱼虾蟹贝类-鱼,100.0,550.0,17.2,53.4,0.1
鲭鱼（蒸）,鱼虾蟹贝类-鱼,100.0,390.0,14.6,36.5,0.7
鲭鱼（煮）,鱼虾蟹贝类-鱼,100.0,372.0,14.9,34.5,0.4
沙丁鱼（茄汁，熟）,鱼虾蟹贝类-鱼,100.0,155.0,13.8,9.8,3.0
沙丁鱼（盐水浸）,鱼虾蟹贝类-鱼,79.0,172.0,21.5,9.6,0.0
沙丁鱼（油浸）,鱼虾蟹贝类-鱼,82.0,220.0,23.3,14.1,0.0
午餐鱼（香辣味）,鱼虾蟹贝类-鱼,100.0,383.0,24.4,30.2,3.3
鳕鱼（烤）,鱼虾蟹贝类-鱼,85.0,96.0,21.4,1.2,0.0
鳕鱼（炸）,鱼虾蟹贝类-鱼,98.0,241.0,12.4,14.3,15.6
黄油,乳类及其制品-奶油,100.0,879.0,0.7,97.0,0.9
乳脂,乳类及其制品-奶油,100.0,879.0,0.7,97.0,0.9
黄油,乳类及其制品-奶油,100.0,447.0,3.0,48.3,0.0
乳脂,乳类及其制品-奶油,100.0,447.0,3.0,48.3,0.0
黄油,乳类及其制品-奶油,100.0,504.0,1.1,55.5,0.0
乳脂,乳类及其制品-奶油,100.0,504.0,1.1,55.5,0.0
奶油,乳类及其制品-奶油,100.0,888.0,1.4,98.0,0.0
乳脂,乳类及其制品-奶油,100.0,888.0,1.4,98.0,0.0
干酪,乳类及其制品-奶酪,100.0,348.0,16.5,28.4,6.5
芝士,乳类及其制品-奶酪,100.0,348.0,16.5,28.4,6.5
干酪,乳类及其制品-奶酪,100.0,386.0,23.0,25.4,16.3
芝士,乳类及其制品-奶酪,100.0,386.0,23.0,25.4,16.3
干酪,乳类及其制品-奶酪,100.0,295.0,23.9,22.1,0.0
芝士,乳类及其制品-奶酪,100.0,295.0,23.9,22.1,0.0
干酪,乳类及其制品-奶酪,100.0,272.0,25.0,18.4,1.5
芝士,乳类及其制品-奶酪,100.0,272.0,25.0,18.4,1.5
干酪,乳类及其制品-奶酪,100.0,356.0,13.1,23.4,23.2
芝士,乳类及其制品-奶酪,100.0,356.0,13.1,23.4,23.2
干酪,乳类及其制品-奶酪,100.0,515.0,3.5,33.0,51.0
芝士,乳类及其制品-奶酪,100.0,515.0,3.5,33.0,51.0
酸牛奶,乳类及其制品-酸奶,100.0,70.0,3.2,1.9,10.0
优酸乳,乳类及其制品-酸奶,100.0,70.0,3.2,1.9,10.0
酸牛奶,乳类及其制品-酸奶,100.0,86.0,2.8,2.6,12.9
优酸乳,乳类及其制品-酸奶,100.0,86.0,2.8,2.6,12.9
酸牛奶,乳类及其制品-酸奶,100.0,62.0,3.2,2.2,7.3
优酸乳,乳类及其制品-酸奶,100.0,62.0,3.2,2.2,7.3
酸牛奶,乳类及其制品-酸奶,100.0,57.0,3.3,0.4,10.0
优酸乳,乳类及其制品-酸奶,100.0,57.0,3.3,0.4,10.0
酸牛奶,乳类及其制品-酸奶,100.0,64.0,2.7,1.9,9.0
优酸乳,乳类及其制品-酸奶,100.0,64.0,2.7,1.9,9.0
酸牛奶,乳类及其制品-酸奶,100.0,67.0,3.1,1.4,10.4
优酸乳,乳类及其制品-酸奶,100.0,67.0,3.1,1.4,10.4
酸牛奶,乳类及其制品-酸奶,100.0,48.0,3.2,0.3,8.2
优酸乳,乳类及其制品-酸奶,100.0,48.0,3.2,0.3,8.2
酸牛奶,乳类及其制品-酸奶,100.0,88.0,3.0,3.2,11.9
优酸乳,乳类及其制品-酸奶,100.0,88.0,3.0,3.2,11.9
酸牛奶,乳类及其制品-酸奶,100.0,98.0,3.3,2.9,14.6
优酸乳,乳类及其制品-酸奶,100.0,98.0,3.3,2.9,14.6
酸牛奶,乳类及其制品-酸奶,100.0,111.0,1.6,2.8,19.9
优酸乳,乳类及其制品-酸奶,100.0,111.0,1.6,2.8,19.9
酸牛奶,乳类及其制品-酸奶,100.0,93.0,3.1,2.5,14.6
优酸乳,乳类及其制品-酸奶,100.0,93.0,3.1,2.5,14.6
酸牛奶,乳类及其制品-酸奶,100.0,77.0,1.6,2.8,11.3
优酸乳,乳类及其制品-酸奶,100.0,77.0,1.6,2.8,11.3
酸牛奶,乳类及其制品-酸奶,100.0,95.0,2.9,3.1,13.8
优酸乳,乳类及其制品-酸奶,100.0,95.0,2.9,3.1,13.8
酸牛奶,乳类及其制品-酸奶,100.0,95.0,3.0,2.9,14.1
优酸乳,乳类及其制品-酸奶,100.0,95.0,3.0,2.9,14.1
酸牛奶,乳类及其制品-酸奶,100.0,96.0,3.1,2.6,15.1
优酸乳,乳类及其制品-酸奶,100.0,96.0,3.1,2.6,15.1
酸牛奶,乳类及其制品-酸奶,100.0,96.0,1.6,2.4,16.9
优酸乳,乳类及其制品-酸奶,100.0,96.0,1.6,2.4,16.9
胡桃,坚果种子类-树坚果,43.0,336.0,12.8,29.9,6.1
巴旦木,坚果种子类-树坚果,100.0,578.0,22.5,45.4,23.9
巴旦木,坚果种子类-树坚果,100.0,540.0,19.9,42.9,27.8
巴旦木,坚果种子类-树坚果,91.0,618.0,25.7,51.0,18.7
巴旦木,坚果种子类-树坚果,100.0,596.0,21.3,50.6,19.7
巴旦木,坚果种子类-树坚果,100.0,602.0,21.9,50.6,19.9
巴旦木,坚果种子类-树坚果,100.0,631.0,21.2,55.2,17.7
巴旦木,坚果种子类-树坚果,100.0,617.0,22.1,52.8,19.3
巴旦木,坚果种子类-树坚果,100.0,617.0,22.1,52.8,19.3
平榛,坚果种子类-树坚果,27.0,561.0,20.0,44.8,24.3
平榛,坚果种子类-树坚果,21.0,611.0,30.5,50.3,13.1
巴旦木,坚果种子类-树坚果,63.0,648.0,25.1,58.4,11.0
巴旦木,坚果种子类-树坚果,100.0,625.0,28.0,54.4,11.1
鸡腰果,坚果种子类-树坚果,100.0,615.0,24.0,50.9,20.4
平榛,坚果种子类-树坚果,66.0,642.0,12.5,57.3,25.6
落花生,坚果种子类-种子,71.0,601.0,21.7,48.0,23.8
落花生,坚果种子类-种子,72.0,586.0,26.4,46.3,21.2
落花生,坚果种子类-种子,71.0,475.0,16.6,22.3,55.9
大豆,干豆类及其制品-大豆,100.0,407.0,33.1,15.9,37.3
豆干,干豆类及其制品-大豆,100.0,84.0,6.6,5.3,3.4
豆腐干,干豆类及其制品-大豆,100.0,84.0,6.6,5.3,3.4
豆干,干豆类及其制品-大豆,100.0,50.0,5.0,1.9,3.3
豆腐干,干豆类及其制品-大豆,100.0,50.0,5.0,1.9,3.3
豆干,干豆类及其制品-大豆,100.0,116.0,9.2,8.1,3.0
豆腐干,干豆类及其制品-大豆,100.0,116.0,9.2,8.1,3.0
豆干,干豆类及其制品-大豆,100.0,87.0,5.7,5.8,3.9
豆腐干,干豆类及其制品-大豆,100.0,87.0,5.7,5.8,3.9
豆乳,干豆类及其制品-大豆,100.0,31.0,3.0,1.6,1.2
豆乳,干豆类及其制品-大豆,100.0,34.0,2.4,0.5,4.9
豆腐,干豆类及其制品-大豆,100.0,197.0,14.9,11.3,9.6
豆干,干豆类及其制品-大豆,100.0,197.0,14.9,11.3,9.6
豆腐,干豆类及其制品-大豆,100.0,137.0,13.4,7.1,5.0
豆干,干豆类及其制品-大豆,100.0,137.0,13.4,7.1,5.0
豆腐,干豆类及其制品-大豆,100.0,99.0,10.2,4.6,4.5
豆干,干豆类及其制品-大豆,100.0,99.0,10.2,4.6,4.5
豆腐,干豆类及其制品-大豆,100.0,157.0,14.9,9.1,4.0
豆干,干豆类及其制品-大豆,100.0,157.0,14.9,9.1,4.0
豆腐,干豆类及其制品-大豆,100.0,339.0,14.5,16.7,33.4
豆干,干豆类及其制品-大豆,100.0,339.0,14.5,16.7,33.4
豆腐,干豆类及其制品-大豆,100.0,135.0,12.1,5.7,8.9
豆干,干豆类及其制品-大豆,100.0,135.0,12.1,5.7,8.9
豆腐,干豆类及其制品-大豆,100.0,152.0,15.8,7.8,5.1
豆干,干豆类及其制品-大豆,100.0,152.0,15.8,7.8,5.1
豆腐,干豆类及其制品-大豆,100.0,174.0,17.9,9.1,5.4
豆干,干豆类及其制品-大豆,100.0,174.0,17.9,9.1,5.4
豆腐,干豆类及其制品-大豆,100.0,154.0,15.8,6.2,8.8
豆干,干豆类及其制品-大豆,100.0,154.0,15.8,6.2,8.8
豆腐,干豆类及其制品-大豆,100.0,427.0,19.6,35.2,11.4
豆干,干豆类及其制品-大豆,100.0,427.0,19.6,35.2,11.4
青小豆,干豆类及其制品-绿豆,100.0,329.0,21.6,0.8,62.0
牛腱子,畜肉类及其制品-牛,100.0,160.0,20.0,8.7,0.5
牛里脊,畜肉类及其制品-牛,100.0,160.0,20.0,8.7,0.5
牛腱子,畜肉类及其制品-牛,100.0,123.0,18.6,5.4,0.0
牛里脊,畜肉类及其制品-牛,100.0,123.0,18.6,5.4,0.0
牛腱子,畜肉类及其制品-牛,100.0,106.0,20.9,2.0,1.1
牛里脊,畜肉类及其制品-牛,100.0,106.0,20.9,2.0,1.1
牛腱子,畜肉类及其制品-牛,94.0,98.0,20.1,1.0,2.2
牛里脊,畜肉类及其制品-牛,94.0,98.0,20.1,1.0,2.2
牛腱子,畜肉类及其制品-牛,100.0,105.0,19.2,1.8,2.9
牛里脊,畜肉类及其制品-牛,100.0,105.0,19.2,1.8,2.9
牛腱子,畜肉类及其制品-牛,95.0,113.0,20.3,1.3,5.1
牛里脊,畜肉类及其制品-牛,95.0,113.0,20.3,1.3,5.1
牛腱子,畜肉类及其制品-牛,100.0,113.0,21.3,2.5,1.3
牛里脊,畜肉类及其制品-牛,100.0,113.0,21.3,2.5,1.3
牛腱子,畜肉类及其制品-牛,100.0,229.0,33.2,10.7,0.0
牛里脊,畜肉类及其制品-牛,100.0,229.0,33.2,10.7,0.0
牛腱子,畜肉类及其制品-牛,100.0,200.0,25.8,10.7,0.0
牛里脊,畜肉类及其制品-牛,100.0,200.0,25.8,10.7,0.0
猪瘦肉,畜肉类及其制品-猪,91.0,331.0,15.1,30.1,0.0
猪里脊,畜肉类及其制品-猪,91.0,331.0,15.1,30.1,0.0
猪瘦肉,畜肉类及其制品-猪,97.0,336.0,14.6,30.8,0.0
猪里脊,畜肉类及其制品-猪,97.0,336.0,14.6,30.8,0.0
猪瘦肉,畜肉类及其制品-猪,73.0,320.0,17.0,28.0,0.0
猪里脊,畜肉类及其制品-猪,73.0,320.0,17.0,28.0,0.0
猪瘦肉,畜肉类及其制品-猪,96.0,568.0,9.3,59.0,0.0
猪里脊,畜肉类及其制品-猪,96.0,568.0,9.3,59.0,0.0
猪瘦肉,畜肉类及其制品-猪,77.0,287.0,17.3,22.9,2.9
猪里脊,畜肉类及其制品-猪,77.0,287.0,17.3,22.9,2.9
猪瘦肉,畜肉类及其制品-猪,100.0,143.0,20.3,6.2,1.5
猪里脊,畜肉类及其制品-猪,100.0,143.0,20.3,6.2,1.5
猪瘦肉,畜肉类及其制品-猪,100.0,153.0,20.7,7.8,0.0
猪里脊,畜肉类及其制品-猪,100.0,153.0,20.7,7.8,0.0
猪瘦肉,畜肉类及其制品-猪,100.0,190.0,17.9,12.8,0.8
猪里脊,畜肉类及其制品-猪,100.0,190.0,17.9,12.8,0.8
猪瘦肉,畜肉类及其制品-猪,100.0,181.0,19.0,11.7,0.2
猪里脊,畜肉类及其制品-猪,100.0,181.0,19.0,11.7,0.2
猪瘦肉,畜肉类及其制品-猪,90.0,577.0,8.0,60.5,0.0
猪里脊,畜肉类及其制品-猪,90.0,577.0,8.0,60.5,0.0
猪瘦肉,畜肉类及其制品-猪,100.0,289.0,15.3,25.3,0.0
猪里脊,畜肉类及其制品-猪,100.0,289.0,15.3,25.3,0.0
猪瘦肉,畜肉类及其制品-猪,100.0,334.0,14.2,30.4,0.9
猪里脊,畜肉类及其制品-猪,100.0,334.0,14.2,30.4,0.9
猪瘦肉,畜肉类及其制品-猪,100.0,165.0,20.8,9.1,0.0
猪里脊,畜肉类及其制品-猪,100.0,165.0,20.8,9.1,0.0
猪瘦肉,畜肉类及其制品-猪,100.0,175.0,20.0,10.5,0.0
猪里脊,畜肉类及其制品-猪,100.0,175.0,20.0,10.5,0.0
猪瘦肉,畜肉类及其制品-猪,100.0,557.0,10.8,57.1,0.0
猪里脊,畜肉类及其制品-猪,100.0,557.0,10.8,57.1,0.0
猪瘦肉,畜肉类及其制品-猪,100.0,536.0,11.6,54.4,0.0
猪里脊,畜肉类及其制品-猪,100.0,536.0,11.6,54.4,0.0
猪瘦肉,畜肉类及其制品-猪,100.0,159.0,22.3,7.8,0.0
猪里脊,畜肉类及其制品-猪,100.0,159.0,22.3,7.8,0.0
猪瘦肉,畜肉类及其制品-猪,100.0,140.0,20.7,6.4,0.0
猪里脊,畜肉类及其制品-猪,100.0,140.0,20.7,6.4,0.0
猪瘦肉,畜肉类及其制品-猪,100.0,150.0,19.6,7.9,0.0
猪里脊,畜肉类及其制品-猪,100.0,150.0,19.6,7.9,0.0
猪瘦肉,畜肉类及其制品-猪,100.0,198.0,18.4,13.8,0.0
猪里脊,畜肉类及其制品-猪,100.0,198.0,18.4,13.8,0.0
羊排,畜肉类及其制品-羊,100.0,139.0,18.5,6.5,1.6
羊腿,畜肉类及其制品-羊,100.0,139.0,18.5,6.5,1.6
羊排,畜肉类及其制品-羊,100.0,285.0,12.6,24.4,3.8
羊腿,畜肉类及其制品-羊,100.0,285.0,12.6,24.4,3.8
羊排,畜肉类及其制品-羊,77.0,110.0,19.5,3.4,0.3
羊腿,畜肉类及其制品-羊,77.0,110.0,19.5,3.4,0.3
羊排,畜肉类及其制品-羊,74.0,135.0,21.3,4.6,2.2
羊腿,畜肉类及其制品-羊,74.0,135.0,21.3,4.6,2.2
羊排,畜肉类及其制品-羊,100.0,103.0,20.5,1.6,1.6
羊腿,畜肉类及其制品-羊,100.0,103.0,20.5,1.6,1.6
羊排,畜肉类及其制品-羊,71.0,110.0,18.6,3.2,1.6
羊腿,畜肉类及其制品-羊,71.0,110.0,18.6,3.2,1.6
羊排,畜肉类及其制品-羊,100.0,99.0,21.3,1.1,1.0
羊腿,畜肉类及其制品-羊,100.0,99.0,21.3,1.1,1.0
羊排,畜肉类及其制品-羊,90.0,118.0,20.5,3.9,0.2
羊腿,畜肉类及其制品-羊,90.0,118.0,20.5,3.9,0.2
羊排,畜肉类及其制品-羊,81.0,133.0,19.4,6.2,0.0
羊腿,畜肉类及其制品-羊,81.0,133.0,19.4,6.2,0.0
羊排,畜肉类及其制品-羊,100.0,94.0,19.0,2.0,0.0
羊腿,畜肉类及其制品-羊,100.0,94.0,19.0,2.0,0.0
羊排,畜肉类及其制品-羊,100.0,135.0,18.9,6.6,0.0
羊腿,畜肉类及其制品-羊,100.0,135.0,18.9,6.6,0.0
羊排,畜肉类及其制品-羊,100.0,97.0,19.8,2.0,0.0
羊腿,畜肉类及其制品-羊,100.0,97.0,19.8,2.0,0.0
羊排,畜肉类及其制品-羊,100.0,111.0,20.6,3.2,0.0
羊腿,畜肉类及其制品-羊,100.0,111.0,20.6,3.2,0.0
羊排,畜肉类及其制品-羊,100.0,217.0,23.2,13.8,0.0
羊腿,畜肉类及其制品-羊,100.0,217.0,23.2,13.8,0.0
羊排,畜肉类及其制品-羊,70.0,188.0,27.3,8.8,0.0
羊腿,畜肉类及其制品-羊,70.0,188.0,27.3,8.8,0.0
毛柄金钱菌,菌藻类-菌类,100.0,26.0,1.0,0.0,6.7
海苔,菌藻类-藻类,100.0,250.0,26.7,1.1,44.1
莱菔,蔬菜类及其制品-根菜类,94.0,16.0,0.7,0.2,3.6
红萝卜,蔬菜类及其制品-根菜类,97.0,46.0,1.4,0.2,10.2
红萝卜,蔬菜类及其制品-根菜类,100.0,333.0,4.2,1.9,77.9
红萝卜,蔬菜类及其制品-根菜类,97.0,32.0,1.0,0.2,8.1
落苏,蔬菜类及其制品-茄果瓜菜类,93.0,23.0,1.1,0.2,4.9
落苏,蔬菜类及其制品-茄果瓜菜类,90.0,28.0,1.0,0.6,5.2
落苏,蔬菜类及其制品-茄果瓜菜类,95.0,32.0,1.6,0.2,6.7
西红柿,蔬菜类及其制品-茄果瓜菜类,100.0,22.0,2.0,0.6,2.6
青椒,蔬菜类及其制品-茄果瓜菜类,100.0,324.0,7.6,0.4,76.6
菜椒,蔬菜类及其制品-茄果瓜菜类,100.0,324.0,7.6,0.4,76.6
落苏,蔬菜类及其制品-茄果瓜菜类,97.0,21.0,1.3,0.1,5.5
落苏,蔬菜类及其制品-茄果瓜菜类,95.0,18.0,1.1,0.1,4.8
落苏,蔬菜类及其制品-茄果瓜菜类,98.0,23.0,0.8,0.2,5.3
冬瓜,蔬菜类及其制品-茄果瓜菜类,83.0,12.0,0.9,0.0,2.6
白瓜,蔬菜类及其制品-茄果瓜菜类,80.0,10.0,0.3,0.2,2.4
倭瓜,蔬菜类及其制品-茄果瓜菜类,74.0,36.0,1.4,0.1,8.8
葱头,蔬菜类及其制品-葱蒜类,100.0,342.0,5.5,0.4,81.9
葱头,蔬菜类及其制品-葱蒜类,100.0,339.0,6.9,0.4,80.6
土豆,薯类淀粉及其制品-薯类,100.0,70.0,1.8,0.1,16.4
土豆,薯类淀粉及其制品-薯类,100.0,69.0,3.0,0.0,15.3
土豆,薯类淀粉及其制品-薯类,100.0,65.0,3.2,0.0,14.2
鸡子,蛋类及其制品-鸡蛋,87.0,139.0,13.1,8.6,2.4
鸡卵,蛋类及其制品-鸡蛋,87.0,139.0,13.1,8.6,2.4
鸡子,蛋类及其制品-鸡蛋,87.0,138.0,12.7,9.0,1.5
鸡卵,蛋类及其制品-鸡蛋,87.0,138.0,12.7,9.0,1.5
鸡子,蛋类及其制品-鸡蛋,88.0,138.0,14.4,6.4,5.6
鸡卵,蛋类及其制品-鸡蛋,88.0,138.0,14.4,6.4,5.6
鸡子,蛋类及其制品-鸡蛋,87.0,143.0,12.2,10.5,0.0
鸡卵,蛋类及其制品-鸡蛋,87.0,143.0,12.2,10.5,0.0
鸡子,蛋类及其制品-鸡蛋,86.0,162.0,12.6,11.3,2.4
鸡卵,蛋类及其制品-鸡蛋,86.0,162.0,12.6,11.3,2.4
鸡子,蛋类及其制品-鸡蛋,88.0,170.0,12.6,10.6,6.1
鸡卵,蛋类及其制品-鸡蛋,88.0,170.0,12.6,10.6,6.1
鸡子,蛋类及其制品-鸡蛋,86.0,143.0,12.1,10.5,0.1
鸡卵,蛋类及其制品-鸡蛋,86.0,143.0,12.1,10.5,0.1
鸭卵,蛋类及其制品-鸭蛋,87.0,180.0,12.6,13.0,3.1
鸭卵,蛋类及其制品-鸭蛋,88.0,190.0,12.7,12.7,6.3
鸭卵,蛋类及其制品-鸭蛋,84.0,177.0,13.8,13.5,0.0
乌麦,谷类及其制品-其他,100.0,337.0,9.3,2.3,73.0
乌麦,谷类及其制品-其他,98.0,319.0,9.5,1.7,73.0
粟米,谷类及其制品-小米黄米,100.0,361.0,9.0,3.1,75.1
粟米,谷类及其制品-小米黄米,100.0,364.0,8.9,3.0,77.7
面粉,谷类及其制品-小麦,100.0,359.0,12.4,1.7,74.1
面粉,谷类及其制品-小麦,100.0,351.0,10.3,1.1,75.2
面粉,谷类及其制品-小麦,100.0,352.0,10.4,1.1,75.9
面粉,谷类及其制品-小麦,100.0,362.0,15.7,2.5,70.9
面粉,谷类及其制品-小麦,100.0,366.0,13.3,2.2,73.5
玉蜀黍,谷类及其制品-玉米,46.0,112.0,4.0,1.2,22.8
苞米,谷类及其制品-玉米,46.0,112.0,4.0,1.2,22.8
玉蜀黍,谷类及其制品-玉米,100.0,352.0,8.8,3.8,74.7
苞米,谷类及其制品-玉米,100.0,352.0,8.8,3.8,74.7
玉蜀黍,谷类及其制品-玉米,100.0,348.0,8.7,3.8,73.0
苞米,谷类及其制品-玉米,100.0,348.0,8.7,3.8,73.0
大米,谷类及其制品-稻米,100.0,346.0,7.9,0.9,77.2
虾,鱼虾蟹贝类-虾,61.0,93.0,18.6,0.8,2.8
海虾,鱼虾蟹贝类-虾,61.0,93.0,18.6,0.8,2.8
虾,鱼虾蟹贝类-虾,51.0,79.0,16.8,0.6,1.5
对虾,鱼虾蟹贝类-虾,51.0,79.0,16.8,0.6,1.5
鲩鱼,鱼虾蟹贝类-鱼,58.0,113.0,16.6,5.2,0.0
鲩鱼,鱼虾蟹贝类-鱼,100.0,283.0,24.0,16.5,9.6
